"OrderID","DeviceName","DeviceType"
"NVRRPJ","Desconhecido","Desconhecido"
"QPHZFL","Android Phone","Android"
"PCTYVV","Android Phone","Android"
"COYNTV","iPhone","iPhone"
"KEHOCZ","iPad","iPad"
"JFBTER","iPad","iPad"
"SKRXHW","Android Tabled","Android (Tablet)"
"WAFRFB","Desktop Windows","Desktop"
"SALSRM","iPhone","iPhone"
"HPCWRW","iPhone","iPhone"
"OIYETS","iPad","iPad"
"WTAENQ","Android Tabled","Android (Tablet)"
"IYWSKM","iPhone","iPhone"
"RWZWJN","Android Phone","Android"
"MYIHKK","Android Phone","Android"
"LIOTTL","Desconhecido","Desconhecido"
"LIVKXD","iPad","iPad"
"HDTWLL","Desconhecido","Desconhecido"
"RVRCTM","Android Phone","Android"
"WITQSN","Android Tabled","Android (Tablet)"
"NTKJML","Desktop Windows","Desktop"
"PAHMDL","Desktop Mac","Desktop"
"MSFJRB","iPhone","iPhone"
"PQYSZD","Desktop Mac","Desktop"
"UKUEMO","Desktop Mac","Desktop"
"YNXJXB","Android Phone","Android"
"YHDVLF","Desktop Windows","Desktop"
"EOTFDL","Desktop Windows","Desktop"
"LCDPXI","Desktop Mac","Desktop"
"LUJGWS","Android Tabled","Android (Tablet)"
"ILVNGK","Desktop Windows","Desktop"
"MHLSVK","Desconhecido","Desconhecido"
"SJVEMW","Desktop Mac","Desktop"
"HDPRKX","iPhone","iPhone"
"RTYBBG","Android Phone","Android"
"BUYDFN","Desconhecido","Desconhecido"
"YYPDPE","iPhone","iPhone"
"MOEGRS","Desktop Windows","Desktop"
"CZCQPM","Desktop Mac","Desktop"
"XZDHYW","Android Phone","Android"
"HKDXKU","Android Phone","Android"
"GGORAI","Desktop Mac","Desktop"
"OMRITB","iPhone","iPhone"
"LAPKRC","Android Phone","Android"
"JMRUKK","Desconhecido","Desconhecido"
"PBSBWR","iPhone","iPhone"
"IVWVBM","Android Tabled","Android (Tablet)"
"SSXICQ","Android Tabled","Android (Tablet)"
"SHPYQL","Android Phone","Android"
"VNFJGB","iPad","iPad"
"TXIUKE","iPad","iPad"
"AOJYDB","iPhone","iPhone"
"UPRCVD","iPad","iPad"
"ZPYFGK","iPad","iPad"
"BYVHZT","iPad","iPad"
"FFRMIG","iPhone","iPhone"
"FFUMIM","Desconhecido","Desconhecido"
"NMTPQT","iPad","iPad"
"GLBXWV","Android Tabled","Android (Tablet)"
"LUZLQA","iPhone","iPhone"
"XWIBFS","Desktop Windows","Desktop"
"GRSAFG","Desktop Mac","Desktop"
"KVFLPS","Desconhecido","Desconhecido"
"OKBZIW","iPad","iPad"
"WIQBDI","iPhone","iPhone"
"PBDUVH","iPhone","iPhone"
"KDTQOG","iPad","iPad"
"EFFPRQ","Desconhecido","Desconhecido"
"CCLOZT","Desktop Mac","Desktop"
"OONRFB","Desktop Windows","Desktop"
"CQFSNX","Android Tabled","Android (Tablet)"
"DLBBFZ","iPhone","iPhone"
"ISYPCE","Desktop Mac","Desktop"
"GOOKEX","Desktop Mac","Desktop"
"CKDRPQ","Android Phone","Android"
"IEQNIJ","Desktop Windows","Desktop"
"JGVMYD","Android Tabled","Android (Tablet)"
"MWXKSL","iPad","iPad"
"CYSNOP","Android Phone","Android"
"LFZEWB","Android Phone","Android"
"IAAQEK","Desconhecido","Desconhecido"
"VXVYVW","Desktop Mac","Desktop"
"FDRVPM","Desktop Windows","Desktop"
"TINAFK","Desktop Windows","Desktop"
"MCNTNU","iPhone","iPhone"
"MNNXUU","Desconhecido","Desconhecido"
"MRHUJR","Desktop Windows","Desktop"
"EWSALN","Desktop Windows","Desktop"
"KPIWYE","Android Tabled","Android (Tablet)"
"ETSONR","Desktop Windows","Desktop"
"PSSHHL","Desconhecido","Desconhecido"
"ARWECE","Android Tabled","Android (Tablet)"
"MMXOML","Android Tabled","Android (Tablet)"
"ACCOWZ","iPad","iPad"
"NQWAPX","Desconhecido","Desconhecido"
"OYVXFT","Android Phone","Android"
"FMLURY","iPad","iPad"
"SNXUOO","Android Tabled","Android (Tablet)"
"NMPUTA","Desktop Mac","Desktop"
"LJBRYY","Desktop Mac","Desktop"
"ZWXOFZ","Desconhecido","Desconhecido"
"IDWVAQ","Desktop Windows","Desktop"
"YWSNHL","Desktop Mac","Desktop"
"TGGRWK","Android Tabled","Android (Tablet)"
"MBTJPS","Desktop Mac","Desktop"
"ZDSJYD","Desktop Mac","Desktop"
"ESNHNE","Android Phone","Android"
"PMSCGS","Android Phone","Android"
"YKSTVI","Desktop Windows","Desktop"
"IWBLXB","iPhone","iPhone"
"YXTWTJ","iPhone","iPhone"
"EGANVA","Android Tabled","Android (Tablet)"
"WMVQEP","Desconhecido","Desconhecido"
"VZHVKM","Desktop Mac","Desktop"
"RMUJDM","Desconhecido","Desconhecido"
"GUHIIO","Desktop Mac","Desktop"
"OXXUPA","Android Tabled","Android (Tablet)"
"BFUEOY","Desktop Windows","Desktop"
"IEUPUQ","Desconhecido","Desconhecido"
"KLADEJ","Android Phone","Android"
"YONIHV","Desconhecido","Desconhecido"
"NFEWNT","Android Phone","Android"
"SENCZJ","Desktop Mac","Desktop"
"JEIOBE","Android Phone","Android"
"FRVHBE","Desconhecido","Desconhecido"
"AWGMRG","Desktop Mac","Desktop"
"EDZLTS","Desktop Mac","Desktop"
"LNSLNP","iPhone","iPhone"
"ETABRI","Desktop Mac","Desktop"
"PPOZBK","Android Phone","Android"
"PPOZEZ","Desconhecido","Desconhecido"
"HZTTTO","Android Tabled","Android (Tablet)"
"CAYLRR","iPad","iPad"
"BYFZPJ","Desktop Mac","Desktop"
"OMGQMO","Desktop Mac","Desktop"
"SOGFFV","Android Tabled","Android (Tablet)"
"XUCNLV","Desktop Mac","Desktop"
"XEJEYT","Desconhecido","Desconhecido"
"QOKSFA","Desktop Mac","Desktop"
"FHSWKR","Android Tabled","Android (Tablet)"
"SHRALA","Desktop Windows","Desktop"
"UQFFHF","iPad","iPad"
"OVOLKE","Desconhecido","Desconhecido"
"NSPWNS","Android Tabled","Android (Tablet)"
"CDFMOQ","iPhone","iPhone"
"ZQQQZV","iPad","iPad"
"XWGPON","Desktop Windows","Desktop"
"NUBYAZ","Android Tabled","Android (Tablet)"
"SPLFQH","Android Tabled","Android (Tablet)"
"XFJRYM","Desktop Mac","Desktop"
"YDEHFQ","Android Phone","Android"
"HBQWSN","Desktop Mac","Desktop"
"NFXDQJ","iPad","iPad"
"SMHFKH","iPhone","iPhone"
"CPYVAK","iPad","iPad"
"ZTPOEA","Desktop Mac","Desktop"
"AESQLJ","Android Tabled","Android (Tablet)"
"KNRLNE","Desktop Mac","Desktop"
"KJNOWT","Android Phone","Android"
"KKSJQH","Android Phone","Android"
"YPNKLI","iPad","iPad"
"ZYEZQI","Android Tabled","Android (Tablet)"
"AIWWBU","iPhone","iPhone"
"YNZWCP","Android Tabled","Android (Tablet)"
"ZGVUED","Desktop Windows","Desktop"
"DKFMBV","Android Tabled","Android (Tablet)"
"PHCCHT","Android Phone","Android"
"MAPPUB","Desconhecido","Desconhecido"
"XOJZPK","iPhone","iPhone"
"YCQKPB","Android Phone","Android"
"BZZHSG","Android Phone","Android"
"JFTXHQ","Desconhecido","Desconhecido"
"JSOYEV","Android Phone","Android"
"HIAIYZ","Desconhecido","Desconhecido"
"VCCWTZ","iPad","iPad"
"KILKDW","iPhone","iPhone"
"SOITED","Android Phone","Android"
"GENXNV","Desktop Windows","Desktop"
"PPCVKF","Android Phone","Android"
"UFVNAP","Android Phone","Android"
"UFYHZW","Android Phone","Android"
"MMRCEL","Android Phone","Android"
"LRHBKX","Android Tabled","Android (Tablet)"
"OVCCYE","Android Phone","Android"
"HMDLPX","iPad","iPad"
"QLJNVT","Android Tabled","Android (Tablet)"
"EHSSLP","Desconhecido","Desconhecido"
"PYQYSV","iPad","iPad"
"CFFFAR","Android Tabled","Android (Tablet)"
"MTQYKD","Android Phone","Android"
"RXQPKR","Desconhecido","Desconhecido"
"LWQDXP","Desktop Windows","Desktop"
"XQBZOS","Android Phone","Android"
"OOYHLE","Android Tabled","Android (Tablet)"
"PEFQTD","Android Phone","Android"
"ZSNDWQ","iPhone","iPhone"
"PHXBWZ","Android Phone","Android"
"LTBPKY","Desktop Windows","Desktop"
"EJUKKB","Desktop Windows","Desktop"
"MHGLFB","Desktop Windows","Desktop"
"FKPITJ","Desktop Mac","Desktop"
"IEXIHK","Desktop Mac","Desktop"
"KJQHHQ","Android Phone","Android"
"XKAJXD","Desktop Mac","Desktop"
"XKWCGP","Desconhecido","Desconhecido"
"TMHFAF","iPhone","iPhone"
"DOTMZQ","Desktop Windows","Desktop"
"VUEFOX","Desktop Windows","Desktop"
"VASDHB","iPad","iPad"
"NJIOKY","Desconhecido","Desconhecido"
"JLZIFS","Android Phone","Android"
"RMEUAB","Desconhecido","Desconhecido"
"HTKZHD","Desconhecido","Desconhecido"
"CAIWCB","Android Tabled","Android (Tablet)"
"FNWLVJ","iPad","iPad"
"VXRXBG","iPhone","iPhone"
"QLEQNH","Desktop Mac","Desktop"
"QWTJOH","Desconhecido","Desconhecido"
"UBEFXW","Android Phone","Android"
"UBPVDO","Desconhecido","Desconhecido"
"QOSJMW","Android Phone","Android"
"RSHSUQ","Android Phone","Android"
"WDCODX","iPad","iPad"
"OCEEVE","Desktop Windows","Desktop"
"BMTSNC","Android Phone","Android"
"LRLXZO","Android Tabled","Android (Tablet)"
"PVQZQV","Desktop Mac","Desktop"
"KLNAMD","Desktop Mac","Desktop"
"IHYBJJ","iPad","iPad"
"ECHXXU","iPad","iPad"
"ZFFZVJ","Desktop Mac","Desktop"
"LWIEJM","Desconhecido","Desconhecido"
"TGDFZY","Android Phone","Android"
"VEZVUR","Desktop Mac","Desktop"
"CETJSP","Android Tabled","Android (Tablet)"
"MUBZYO","Android Phone","Android"
"ZPKCZG","Desktop Mac","Desktop"
"CMNLEG","Android Tabled","Android (Tablet)"
"JKXGDO","Android Tabled","Android (Tablet)"
"YEEITB","Desconhecido","Desconhecido"
"XRPBIS","Android Phone","Android"
"RZCVRR","Android Tabled","Android (Tablet)"
"MCFFSB","iPad","iPad"
"TUIDGG","Desconhecido","Desconhecido"
"WQUOFF","Android Tabled","Android (Tablet)"
"WRNYSS","Android Tabled","Android (Tablet)"
"XLFPGZ","Android Phone","Android"
"HQUOUN","Desktop Windows","Desktop"
"HRBBRL","Android Tabled","Android (Tablet)"
"KZBAGJ","iPhone","iPhone"
"OPMJXS","iPhone","iPhone"
"ZLDFCG","Android Phone","Android"
"ITIDCQ","Desktop Mac","Desktop"
"HFJOVF","iPad","iPad"
"MWINBO","iPhone","iPhone"
"QQHMIC","iPhone","iPhone"
"NFAZEO","iPad","iPad"
"ENKNWT","Desktop Mac","Desktop"
"LFXFXW","Desktop Windows","Desktop"
"ZRTIBO","iPad","iPad"
"GAJXNN","iPad","iPad"
"JOZNKP","Desconhecido","Desconhecido"
"FPKYUA","Android Phone","Android"
"BJVSNI","Desconhecido","Desconhecido"
"CVKBIQ","iPad","iPad"
"MLWZKI","Android Tabled","Android (Tablet)"
"LJMAEZ","Desconhecido","Desconhecido"
"EWPBBK","Desconhecido","Desconhecido"
"RAULCG","Android Phone","Android"
"KPZNYR","Android Tabled","Android (Tablet)"
"FGWSWH","Desktop Mac","Desktop"
"ARVXVS","Desconhecido","Desconhecido"
"HTFLVF","iPhone","iPhone"
"WKLSQF","Android Tabled","Android (Tablet)"
"WKMYIH","Android Phone","Android"
"OINSHD","iPhone","iPhone"
"ACMAKW","Android Tabled","Android (Tablet)"
"QMJABK","Desktop Windows","Desktop"
"IQHIJS","Desconhecido","Desconhecido"
"LVAYMU","Android Phone","Android"
"LWWLGR","Desktop Windows","Desktop"
"PFKOYK","Android Tabled","Android (Tablet)"
"ZXVEOU","iPad","iPad"
"WATIFJ","Desktop Windows","Desktop"
"SZYTBQ","iPad","iPad"
"PQTUMF","Android Tabled","Android (Tablet)"
"JQZGMQ","Desconhecido","Desconhecido"
"VLURZE","Android Tabled","Android (Tablet)"
"MYWUDV","Desktop Windows","Desktop"
"ZBSTIG","Desktop Mac","Desktop"
"AGRXRZ","Android Phone","Android"
"OBAPZR","iPhone","iPhone"
"DKVLWF","Desktop Mac","Desktop"
"AEBKVA","iPad","iPad"
"XWEEIV","iPhone","iPhone"
"GCEHSE","iPad","iPad"
"KHHAZM","Desktop Windows","Desktop"
"WVGCLE","Desconhecido","Desconhecido"
"JDUDZF","Desktop Mac","Desktop"
"VWBITS","iPad","iPad"
"QQFWDF","Desktop Windows","Desktop"
"AWVSMJ","Desktop Mac","Desktop"
"DCECAM","Desktop Mac","Desktop"
"EDUOMQ","Desktop Windows","Desktop"
"VCKATU","Android Phone","Android"
"DROFFT","Android Tabled","Android (Tablet)"
"NLQMSD","iPad","iPad"
"LSDMSF","iPhone","iPhone"
"TXGOOL","iPad","iPad"
"MIDTXJ","iPhone","iPhone"
"GXPZJL","Desktop Mac","Desktop"
"JBXPUC","Android Phone","Android"
"VUWSJS","iPad","iPad"
"KBCRMU","Android Tabled","Android (Tablet)"
"MEPCZP","Desktop Windows","Desktop"
"ZFKLQP","Android Phone","Android"
"XXHOND","Desconhecido","Desconhecido"
"AKMVAM","iPhone","iPhone"
"WEBLEK","Desktop Windows","Desktop"
"UHMHNN","Android Phone","Android"
"UHYDUH","Desconhecido","Desconhecido"
"ZCTODK","Desktop Windows","Desktop"
"OKQEYI","Desktop Mac","Desktop"
"PABVNA","Android Phone","Android"
"SDECYM","iPhone","iPhone"
"LGYTTV","Android Phone","Android"
"CQPHHP","iPhone","iPhone"
"PTVMRP","iPad","iPad"
"XCKBAW","iPhone","iPhone"
"BBOLJX","Desktop Mac","Desktop"
"PIGJQE","Android Phone","Android"
"NYXFNX","Desktop Mac","Desktop"
"SKLRRS","iPad","iPad"
"YZUTFX","Desktop Mac","Desktop"
"BPQMSU","Desktop Windows","Desktop"
"SVHEMJ","Android Tabled","Android (Tablet)"
"TPLAIG","Android Tabled","Android (Tablet)"
"YSVANX","Desktop Windows","Desktop"
"XAAMFE","Android Tabled","Android (Tablet)"
"IRXBMA","Android Tabled","Android (Tablet)"
"IVRAUX","Android Phone","Android"
"FSTBUW","iPad","iPad"
"HGUFUB","Desktop Mac","Desktop"
"ZQONCV","Desconhecido","Desconhecido"
"GSWWNY","iPhone","iPhone"
"WOTJSL","Android Phone","Android"
"UCZDMJ","Android Phone","Android"
"FABBLN","iPad","iPad"
"TJULEU","Android Tabled","Android (Tablet)"
"NHQZYB","Android Tabled","Android (Tablet)"
"XXRXPS","Android Phone","Android"
"AHWDTU","iPhone","iPhone"
"RVWQIN","Desktop Windows","Desktop"
"YMPKGD","Desconhecido","Desconhecido"
"PXHTUM","Android Phone","Android"
"KOOPSV","iPad","iPad"
"GBHVEG","Desconhecido","Desconhecido"
"PXXUZA","Desktop Windows","Desktop"
"MKFGBF","Android Phone","Android"
"MKFYTG","iPad","iPad"
"RBURQH","iPad","iPad"
"VTJJRU","Desktop Windows","Desktop"
"OWQPSA","Desconhecido","Desconhecido"
"EVWVAL","Android Tabled","Android (Tablet)"
"VGREIW","Android Tabled","Android (Tablet)"
"XLFMIP","Desktop Windows","Desktop"
"QDDSBU","iPad","iPad"
"LFMSAM","iPad","iPad"
"LFZUTA","Desktop Windows","Desktop"
"XPEFYU","Android Tabled","Android (Tablet)"
"HHNRER","iPhone","iPhone"
"JCGQPB","iPhone","iPhone"
"SKYNZN","Desconhecido","Desconhecido"
"TDRWZX","iPhone","iPhone"
"MCWDBU","iPad","iPad"
"PHGCTT","Android Tabled","Android (Tablet)"
"IFUKZU","iPad","iPad"
"IHDLUL","iPhone","iPhone"
"WZUDOS","iPad","iPad"
"HZOLPG","Desconhecido","Desconhecido"
"CBBJWZ","Desconhecido","Desconhecido"
"DPKVMO","Android Phone","Android"
"PWGBQU","Android Tabled","Android (Tablet)"
"QBDQOD","Android Tabled","Android (Tablet)"
"CGWBEA","iPad","iPad"
"QOSAIQ","Desktop Windows","Desktop"
"CRWHBO","Desktop Windows","Desktop"
"COSLRO","iPhone","iPhone"
"NIKSAQ","Desktop Windows","Desktop"
"ZAPHPU","Desktop Windows","Desktop"
"LWPWCV","Desktop Windows","Desktop"
"SHADLQ","Desktop Windows","Desktop"
"APXTPI","Desktop Mac","Desktop"
"KTZVJW","iPhone","iPhone"
"FREDWA","iPad","iPad"
"XBUUSN","iPhone","iPhone"
"RRNEAU","Desconhecido","Desconhecido"
"QMOHNA","Android Phone","Android"
"QGVUKN","Desktop Mac","Desktop"
"DAGUSS","Desktop Windows","Desktop"
"FUNHZH","iPhone","iPhone"
"QDBSVV","Desktop Windows","Desktop"
"EGQQWR","Android Phone","Android"
"JYEXQU","Android Phone","Android"
"JZNSSW","Desktop Windows","Desktop"
"LHJUEF","Android Phone","Android"
"XRGHNH","Android Phone","Android"
"FAZDYR","Desktop Windows","Desktop"
"RENXRO","iPad","iPad"
"HGTBRK","Desktop Mac","Desktop"
"VKBCVI","iPad","iPad"
"MDEHTX","Desconhecido","Desconhecido"
"MOEBQK","Desktop Windows","Desktop"
"NBTKVK","Desktop Windows","Desktop"
"IPGTYC","Desktop Mac","Desktop"
"SOEWPB","Desconhecido","Desconhecido"
"LBGTCX","Desktop Windows","Desktop"
"MIWOTY","Android Tabled","Android (Tablet)"
"XTONPA","Desktop Mac","Desktop"
"UCYCIE","Desconhecido","Desconhecido"
"OJCVJU","Desktop Mac","Desktop"
"ADBEBB","Desktop Mac","Desktop"
"KTLQXO","iPhone","iPhone"
"PVQSQH","iPhone","iPhone"
"CDIFBT","Desconhecido","Desconhecido"
"CDRMYH","Desktop Mac","Desktop"
"YVVANK","Desconhecido","Desconhecido"
"MZAKWX","Desktop Mac","Desktop"
"PKJEKT","Android Phone","Android"
"DXFNUU","Desktop Windows","Desktop"
"TFLNHA","Android Phone","Android"
"HPWKRO","iPhone","iPhone"
"ILXIAJ","Desktop Mac","Desktop"
"USSWID","Desconhecido","Desconhecido"
"QVHIEI","iPad","iPad"
"CFIOIW","Android Tabled","Android (Tablet)"
"CNZJCU","Android Tabled","Android (Tablet)"
"PPXZIL","Desktop Mac","Desktop"
"DHTJKQ","Android Tabled","Android (Tablet)"
"UHGQCH","Android Tabled","Android (Tablet)"
"ZTTWBZ","iPhone","iPhone"
"WAFGLS","iPad","iPad"
"KNOBEH","Desconhecido","Desconhecido"
"ANLNNX","Desktop Mac","Desktop"
"OXAYTI","Desktop Mac","Desktop"
"ZZKFRL","iPhone","iPhone"
"KZPAZG","iPhone","iPhone"
"CBYTUY","Desconhecido","Desconhecido"
"OQBJJQ","Android Tabled","Android (Tablet)"
"XSTOSK","Desktop Mac","Desktop"
"ZVCCQL","Desktop Mac","Desktop"
"NLUJLL","iPhone","iPhone"
"BRQEUP","Android Phone","Android"
"XRGFNR","Desconhecido","Desconhecido"
"SFBMOQ","iPad","iPad"
"AVWDZL","iPad","iPad"
"FUZSKO","Desktop Windows","Desktop"
"ECSHQI","iPhone","iPhone"
"EDCVOD","Android Tabled","Android (Tablet)"
"EDNCDE","iPhone","iPhone"
"EWXPEW","Android Tabled","Android (Tablet)"
"TUBNPF","iPad","iPad"
"RANAQA","iPhone","iPhone"
"KEMUQK","Android Tabled","Android (Tablet)"
"ATCJLF","Desktop Mac","Desktop"
"VYNKKE","Desconhecido","Desconhecido"
"HAXOBK","Desconhecido","Desconhecido"
"ADGCTB","Android Phone","Android"
"CENDHV","Desconhecido","Desconhecido"
"OMOYLU","iPhone","iPhone"
"GTUMGI","Android Phone","Android"
"MIZYHP","Android Phone","Android"
"WQXFAS","iPad","iPad"
"SQMJMJ","Android Phone","Android"
"CNKRFX","Android Tabled","Android (Tablet)"
"FFPTZS","Android Tabled","Android (Tablet)"
"YVCNWS","Android Tabled","Android (Tablet)"
"ODHXSN","Desktop Windows","Desktop"
"OADBPN","Desconhecido","Desconhecido"
"DUZJBI","iPad","iPad"
"TUJEOD","Android Phone","Android"
"ZCTNDY","iPad","iPad"
"WJHDUV","Android Tabled","Android (Tablet)"
"EJMRHO","iPad","iPad"
"OXBVJO","Desktop Mac","Desktop"
"JDFGVD","iPhone","iPhone"
"ZYKFHK","Android Tabled","Android (Tablet)"
"YAAYUX","Android Tabled","Android (Tablet)"
"JYQXIT","Desktop Mac","Desktop"
"DDTRGB","iPad","iPad"
"TIFHBF","Android Phone","Android"
"ZGPYFD","Desktop Mac","Desktop"
"EWPHZO","Desconhecido","Desconhecido"
"YUBLLN","Desconhecido","Desconhecido"
"RAIIOJ","Android Phone","Android"
"YBVSGX","Desktop Mac","Desktop"
"FEMYTG","Android Tabled","Android (Tablet)"
"JBSDWM","Android Tabled","Android (Tablet)"
"SASDDY","iPad","iPad"
"PXBSGM","Android Tabled","Android (Tablet)"
"WSJATX","Desconhecido","Desconhecido"
"QWALRM","Desktop Windows","Desktop"
"OZBNGY","iPhone","iPhone"
"IOBWDA","Android Phone","Android"
"JJUMRP","Desktop Windows","Desktop"
"FFSPCA","Android Tabled","Android (Tablet)"
"ZCLOGI","Desconhecido","Desconhecido"
"SWRPFE","iPhone","iPhone"
"HBHPEM","Android Tabled","Android (Tablet)"
"SHZABQ","Desconhecido","Desconhecido"
"IKSMXQ","Desconhecido","Desconhecido"
"AEVSPV","Desconhecido","Desconhecido"
"TWKWIC","Desktop Windows","Desktop"
"YRZZJT","Desktop Mac","Desktop"
"YSHNLL","iPhone","iPhone"
"IXUGKK","Desktop Windows","Desktop"
"UVSCDB","Desktop Mac","Desktop"
"HYMNMP","iPhone","iPhone"
"PTSWZV","iPad","iPad"
"YGWZDW","Android Phone","Android"
"JNQGPR","Desktop Mac","Desktop"
"ZSZXVU","Desktop Windows","Desktop"
"VTSXPD","Desktop Windows","Desktop"
"ABRBZM","Desconhecido","Desconhecido"
"EVBXOY","Desconhecido","Desconhecido"
"SUIYZV","Android Phone","Android"
"ZYUJGN","iPhone","iPhone"
"KZACAQ","Android Tabled","Android (Tablet)"
"ZEGOXM","Android Tabled","Android (Tablet)"
"TYNSOC","iPhone","iPhone"
"NIZHJP","iPhone","iPhone"
"DATSJX","Desconhecido","Desconhecido"
"COLKAL","Desktop Mac","Desktop"
"YIOHJJ","Android Phone","Android"
"WZWQMB","Desktop Windows","Desktop"
"BWUZNL","Android Tabled","Android (Tablet)"
"IUVUWU","iPhone","iPhone"
"TDGBCK","iPhone","iPhone"
"QWWKAU","iPhone","iPhone"
"XTTHLP","Android Phone","Android"
"GETCZV","Android Phone","Android"
"HXAIBX","Desconhecido","Desconhecido"
"QDPARJ","Desconhecido","Desconhecido"
"QFGRAB","iPhone","iPhone"
"OQTYQM","Desktop Windows","Desktop"
"ORLOVQ","iPad","iPad"
"JWHEBE","Desconhecido","Desconhecido"
"EMSWRY","iPad","iPad"
"QLSPKD","Desktop Windows","Desktop"
"XMRMIA","Android Tabled","Android (Tablet)"
"LVVYBX","iPad","iPad"
"LWNHRF","Desktop Windows","Desktop"
"HEYGSU","Android Phone","Android"
"WBFDPL","Desconhecido","Desconhecido"
"SATNZF","Desktop Windows","Desktop"
"LSRZDH","iPhone","iPhone"
"KGGAIT","Android Tabled","Android (Tablet)"
"RPWVRT","Desktop Windows","Desktop"
"WYJQGH","Android Tabled","Android (Tablet)"
"BYTNRG","Android Phone","Android"
"TBRJAB","iPad","iPad"
"LVFPYC","Android Tabled","Android (Tablet)"
"AXKJSW","iPhone","iPhone"
"JZIJRE","Desconhecido","Desconhecido"
"YONEDQ","iPad","iPad"
"OORFEA","iPad","iPad"
"ZJVCIM","Android Tabled","Android (Tablet)"
"DUXLTE","Android Phone","Android"
"JDTESO","Desktop Mac","Desktop"
"QRRGYB","Desktop Windows","Desktop"
"VHCARZ","Desktop Mac","Desktop"
"AQVMWF","Desktop Windows","Desktop"
"QCWLBQ","iPhone","iPhone"
"LXZOJW","Android Tabled","Android (Tablet)"
"EATPUM","Android Tabled","Android (Tablet)"
"CZADTR","Android Phone","Android"
"DUKPZZ","Android Tabled","Android (Tablet)"
"MAMCNU","Desconhecido","Desconhecido"
"HJZKBR","Android Tabled","Android (Tablet)"
"QFFBNH","Android Phone","Android"
"YFUMZN","Desktop Windows","Desktop"
"UMDYFH","Android Phone","Android"
"XGJKDF","Desktop Mac","Desktop"
"JESXJL","Android Phone","Android"
"EADKQZ","Desconhecido","Desconhecido"
"CHRRGX","iPad","iPad"
"UUDWVO","Android Phone","Android"
"UVCIMV","Desktop Mac","Desktop"
"NVNBGM","Desktop Mac","Desktop"
"UCGQRC","iPhone","iPhone"
"GEBIFZ","Android Tabled","Android (Tablet)"
"RVXJBX","iPhone","iPhone"
"TFZVKP","Android Phone","Android"
"HPHGMS","iPad","iPad"
"ADJBJV","Desktop Mac","Desktop"
"PVUVEU","Desktop Windows","Desktop"
"UPABHC","Android Phone","Android"
"PQCNPC","Desktop Mac","Desktop"
"JQIACF","Desktop Windows","Desktop"
"IHWTDD","Desktop Windows","Desktop"
"PFLTXE","Desconhecido","Desconhecido"
"ALBVVO","iPhone","iPhone"
"LELSYQ","Desktop Windows","Desktop"
"TVHMRZ","iPhone","iPhone"
"GRXFKA","Desktop Mac","Desktop"
"GBLCCL","Desktop Windows","Desktop"
"ERXRYM","Android Tabled","Android (Tablet)"
"QNCSDZ","Desktop Mac","Desktop"
"EYYILO","iPad","iPad"
"EGOOHS","Desconhecido","Desconhecido"
"QYLNRQ","Desktop Windows","Desktop"
"MPQZCY","iPhone","iPhone"
"YIBKKD","Android Tabled","Android (Tablet)"
"GFDIOY","Android Tabled","Android (Tablet)"
"GVYCAH","Android Tabled","Android (Tablet)"
"GOGXGB","Desconhecido","Desconhecido"
"DQILJX","Desconhecido","Desconhecido"
"TZPQGX","Desktop Windows","Desktop"
"XJIRSZ","Desktop Windows","Desktop"
"QBOCSH","iPhone","iPhone"
"NPEGJA","Android Phone","Android"
"KPNCGC","Desktop Mac","Desktop"
"VAPBDN","iPhone","iPhone"
"VCGVHV","iPad","iPad"
"DRWUHC","iPhone","iPhone"
"AFPQKR","iPad","iPad"
"XQRYBA","Desktop Mac","Desktop"
"UCMCWW","Desktop Mac","Desktop"
"GEBTJY","Desconhecido","Desconhecido"
"MRRRUO","iPhone","iPhone"
"QPBMUL","Android Phone","Android"
"CRZGVU","Desktop Mac","Desktop"
"PCHMEM","Android Phone","Android"
"BUQYWA","iPad","iPad"
"MMIFTK","Android Phone","Android"
"LMZDTV","Android Phone","Android"
"QARRYJ","Desktop Windows","Desktop"
"CHEMHX","iPhone","iPhone"
"QSMMCM","iPhone","iPhone"
"PQGHXR","iPad","iPad"
"ZVSVNV","Android Tabled","Android (Tablet)"
"ZFQPSO","iPad","iPad"
"VRJXXQ","Desktop Mac","Desktop"
"TFYBTP","Desktop Mac","Desktop"
"OCEKOL","Android Tabled","Android (Tablet)"
"INEZUA","iPad","iPad"
